lat,lon
13.462214469909668,-16.056732177734375
13.602811813354492,-13.858856201171877
13.251317977905272,-14.288299560546877
13.251317977905272,-14.616790771484377
13.532513618469238,-14.010986328125
13.391915321350098,-15.3839111328125
13.11072063446045,-16.229522705078125
13.673110961914062,-15.110076904296877
13.251317977905272,-16.7518310546875
13.532513618469238,-16.4835205078125
13.391915321350098,-15.054840087890623
13.391915321350098,-13.985382080078123
13.673110961914062,-16.018341064453125
13.181018829345703,-15.834075927734377
13.813708305358888,-14.724273681640623
13.462214469909668,-15.233306884765623
13.462214469909668,-15.56268310546875
13.462214469909668,-15.89202880859375
13.181018829345703,-16.654510498046875
13.251317977905272,-15.437957763671877
13.04042148590088,-16.62420654296875
13.391915321350098,-14.561248779296877
13.602811813354492,-14.8487548828125
13.181018829345703,-14.1112060546875
13.251317977905272,-16.01275634765625
13.181018829345703,-14.439361572265623
13.462214469909668,-14.162841796875
13.391915321350098,-14.72576904296875
13.11072063446045,-15.901641845703123
13.391915321350098,-16.700164794921875
13.673110961914062,-16.1834716796875
13.673110961914062,-16.513763427734375
13.532513618469238,-13.84613037109375
13.462214469909668,-16.386077880859375
13.321617126464844,-13.726043701171877
13.251317977905272,-14.698883056640623
13.602811813354492,-15.508697509765623
13.602811813354492,-16.663604736328125
13.11072063446045,-16.147552490234375
13.321617126464844,-15.945220947265623
12.970123291015623,-16.69091796875
13.602811813354492,-15.673675537109377
13.251317977905272,-16.505462646484375
13.884007453918455,-15.317413330078123
13.391915321350098,-13.903106689453123
13.11072063446045,-16.3934326171875
13.743409156799316,-14.79339599609375
13.532513618469238,-14.34063720703125
13.532513618469238,-14.670318603515623
13.532513618469238,-15.0
13.391915321350098,-14.972564697265623
13.462214469909668,-15.480316162109377
13.251317977905272,-15.273712158203123
13.321617126464844,-14.21917724609375
13.602811813354492,-16.251129150390625
13.743409156799316,-15.537200927734377
13.321617126464844,-14.794525146484377
13.04042148590088,-16.132843017578125
13.743409156799316,-15.289276123046877
13.391915321350098,-16.371124267578125
13.673110961914062,-16.100921630859375
13.673110961914062,-16.431182861328125
13.532513618469238,-15.164825439453123
13.181018829345703,-16.244293212890625
13.181018829345703,-16.57244873046875
13.462214469909668,-16.303741455078125
13.11072063446045,-14.344268798828123
13.462214469909668,-14.492218017578123
13.181018829345703,-15.670013427734377
13.251317977905272,-16.42333984375
13.11072063446045,-16.311492919921875
13.673110961914062,-15.688079833984377
13.532513618469238,-14.917572021484377
13.181018829345703,-15.752044677734377
13.321617126464844,-15.123291015625
13.11072063446045,-14.262298583984377
13.673110961914062,-15.3577880859375
13.321617126464844,-16.1917724609375
13.11072063446045,-16.065582275390625
13.673110961914062,-13.954132080078123
13.181018829345703,-14.0291748046875
13.462214469909668,-13.83349609375
13.462214469909668,-15.8096923828125
13.743409156799316,-15.20660400390625
13.11072063446045,-16.63934326171875
13.532513618469238,-15.0823974609375
13.532513618469238,-15.412078857421877
13.181018829345703,-14.52142333984375
13.673110961914062,-14.5321044921875
13.462214469909668,-14.08050537109375
13.532513618469238,-15.989013671875
13.462214469909668,-14.409881591796877
13.321617126464844,-15.863006591796877
13.251317977905272,-14.53466796875
13.532513618469238,-14.25823974609375
13.532513618469238,-14.587890625
12.970123291015623,-16.85455322265625
13.321617126464844,-14.136993408203123
13.673110961914062,-15.02752685546875
13.954305648803713,-15.0828857421875
13.251317977905272,-16.916046142578125
13.743409156799316,-14.95867919921875
13.181018829345703,-14.357330322265623
13.813708305358888,-14.8070068359375
13.673110961914062,-14.697235107421877
13.321617126464844,-15.53424072265625
13.743409156799316,-15.12396240234375
13.181018829345703,-16.900634765625
13.462214469909668,-16.63311767578125
13.602811813354492,-13.776336669921877
13.251317977905272,-13.9598388671875
13.743409156799316,-14.62811279296875
13.743409156799316,-14.54547119140625
13.673110961914062,-14.44952392578125
13.391915321350098,-15.3016357421875
13.321617126464844,-16.109588623046875
13.532513618469238,-15.906585693359377
13.251317977905272,-15.52008056640625
13.532513618469238,-16.401092529296875
13.181018829345703,-13.947113037109377
13.321617126464844,-16.356170654296875
13.251317977905272,-14.781005859375
13.813708305358888,-15.46875
13.11072063446045,-14.098358154296877
13.462214469909668,-14.9039306640625
13.462214469909668,-15.72735595703125
13.673110961914062,-15.85321044921875
13.251317977905272,-14.452545166015623
13.532513618469238,-14.175811767578123
13.532513618469238,-16.23626708984375
13.673110961914062,-16.5963134765625
13.391915321350098,-16.04205322265625
13.11072063446045,-14.426239013671877
13.462214469909668,-13.9981689453125
13.391915321350098,-16.617919921875
13.462214469909668,-15.397979736328123
13.181018829345703,-16.162261962890625
13.181018829345703,-16.49041748046875
13.181018829345703,-16.736541748046875
13.462214469909668,-16.221405029296875
13.743409156799316,-15.454559326171877
13.884007453918455,-15.15179443359375
13.391915321350098,-15.2193603515625
13.251317977905272,-16.669708251953125
13.462214469909668,-14.574554443359377
13.181018829345703,-15.9981689453125
13.884007453918455,-15.069000244140623
13.532513618469238,-16.153839111328125
13.181018829345703,-14.275299072265623
13.673110961914062,-15.44036865234375
13.673110961914062,-15.7706298828125
13.321617126464844,-16.9315185546875
13.462214469909668,-15.64501953125
13.743409156799316,-15.04132080078125
13.251317977905272,-13.877716064453123
13.602811813354492,-14.27130126953125
13.602811813354492,-14.766265869140623
13.532513618469238,-16.730743408203125
13.391915321350098,-14.396697998046877
13.391915321350098,-14.64349365234375
13.602811813354492,-15.01373291015625
13.251317977905272,-15.76641845703125
13.391915321350098,-16.864715576171875
13.673110961914062,-16.26605224609375
13.462214469909668,-14.82159423828125
13.251317977905272,-14.041961669921877
13.251317977905272,-14.37042236328125
13.602811813354492,-15.26123046875
13.602811813354492,-15.5911865234375
13.391915321350098,-15.137115478515623
13.251317977905272,-16.58758544921875
13.884007453918455,-15.234588623046877
13.391915321350098,-15.712982177734377
13.532513618469238,-14.5054931640625
13.181018829345703,-15.9161376953125
13.462214469909668,-15.315643310546877
13.181018829345703,-16.0802001953125
13.181018829345703,-16.40838623046875
13.673110961914062,-15.605499267578123
13.602811813354492,-16.086151123046875
13.391915321350098,-14.314422607421877
13.602811813354492,-14.931243896484377
13.181018829345703,-14.1932373046875
13.743409156799316,-15.371917724609377
13.391915321350098,-16.124298095703125
13.391915321350098,-16.453369140625
13.462214469909668,-15.068603515625
13.532513618469238,-13.928558349609377
13.321617126464844,-13.8082275390625
13.251317977905272,-13.795623779296877
13.04042148590088,-16.378509521484375
13.743409156799316,-14.87603759765625
13.391915321350098,-15.95977783203125
13.532513618469238,-14.423065185546877
13.532513618469238,-14.75274658203125
13.673110961914062,-13.871551513671877
13.602811813354492,-16.003662109375
13.462214469909668,-13.751129150390623
13.673110961914062,-14.03668212890625
13.462214469909668,-15.974395751953123
13.11072063446045,-16.7213134765625
13.181018829345703,-16.326324462890625
13.321617126464844,-15.452056884765623
13.602811813354492,-15.178741455078123
13.462214469909668,-14.245208740234377
13.813708305358888,-15.303314208984377
13.673110961914062,-15.192657470703123
13.11072063446045,-15.737701416015623
13.321617126464844,-14.876708984375
13.673110961914062,-14.61468505859375
13.813708305358888,-14.972442626953123
13.532513618469238,-15.74176025390625
13.321617126464844,-15.616455078125
13.673110961914062,-14.366973876953123
13.813708305358888,-15.220611572265623
13.11072063446045,-14.180328369140623
13.743409156799316,-14.71075439453125
13.673110961914062,-15.935760498046877
13.462214469909668,-13.91583251953125
13.251317977905272,-15.3558349609375
13.532513618469238,-13.76373291015625
13.532513618469238,-15.4945068359375
13.673110961914062,-14.779815673828123
13.602811813354492,-16.74609375
13.462214469909668,-14.65692138671875
13.462214469909668,-14.98626708984375
13.954305648803713,-15.0
13.391915321350098,-14.478973388671877
13.884007453918455,-14.82061767578125
13.532513618469238,-14.83514404296875
13.251317977905272,-15.684295654296877
13.251317977905272,-15.9306640625
13.673110961914062,-16.348602294921875
13.462214469909668,-14.327545166015623
13.251317977905272,-14.206207275390623
13.602811813354492,-15.42620849609375
13.251317977905272,-16.177001953125
13.462214469909668,-16.79779052734375
13.391915321350098,-15.87750244140625
13.673110961914062,-15.27520751953125
13.673110961914062,-15.522918701171877
13.462214469909668,-15.150970458984377
13.602811813354492,-14.518798828125
13.391915321350098,-14.14990234375
13.04042148590088,-15.96905517578125
13.251317977905272,-15.848541259765623
13.251317977905272,-14.12408447265625
13.602811813354492,-15.343719482421877
13.884007453918455,-14.903411865234377
13.11072063446045,-15.819671630859377
13.391915321350098,-15.4661865234375
13.391915321350098,-15.79522705078125
13.391915321350098,-14.067626953125
13.602811813354492,-16.4161376953125
13.04042148590088,-15.88714599609375
13.11072063446045,-16.88525390625
13.391915321350098,-16.288848876953125
13.884007453918455,-14.9862060546875
13.813708305358888,-14.88970947265625
13.04042148590088,-16.54229736328125
13.321617126464844,-15.28765869140625
13.251317977905272,-16.094879150390625
13.813708305358888,-15.38604736328125
13.602811813354492,-14.188812255859377
13.321617126464844,-16.602752685546875
13.11072063446045,-16.557373046875
13.391915321350098,-13.65631103515625
13.673110961914062,-14.1192626953125
13.321617126464844,-15.205474853515623
13.11072063446045,-15.983612060546877
13.813708305358888,-15.055145263671877
13.321617126464844,-16.02740478515625
13.11072063446045,-16.47540283203125
13.04042148590088,-16.050933837890625
13.532513618469238,-15.24725341796875
13.532513618469238,-15.576904296875
13.743409156799316,-14.46282958984375
13.673110961914062,-14.9449462890625
13.532513618469238,-16.0714111328125
13.532513618469238,-16.648345947265625
13.673110961914062,-14.86236572265625
13.462214469909668,-16.880157470703125
13.462214469909668,-14.7392578125
13.04042148590088,-16.296630859375
13.532513618469238,-16.31866455078125
13.391915321350098,-13.738555908203123
13.532513618469238,-13.681304931640623
13.602811813354492,-14.68377685546875
13.391915321350098,-14.232177734375
13.391915321350098,-14.80804443359375
13.251317977905272,-16.259124755859375
13.602811813354492,-15.756195068359377
13.391915321350098,-15.630706787109377
13.602811813354492,-14.601287841796877
13.602811813354492,-16.498626708984375
13.391915321350098,-16.946990966796875
13.532513618469238,-15.82415771484375
13.04042148590088,-16.2147216796875
13.321617126464844,-15.369873046875
13.602811813354492,-15.09625244140625
13.532513618469238,-14.0933837890625
13.391915321350098,-15.548431396484377
13.321617126464844,-14.547943115234377
13.321617126464844,-16.767120361328125
13.321617126464844,-15.698638916015623
13.813708305358888,-15.13787841796875
13.321617126464844,-16.4383544921875
13.321617126464844,-16.6849365234375
13.602811813354492,-14.353790283203123
13.532513618469238,-15.32965087890625
13.532513618469238,-15.659332275390623
13.602811813354492,-14.023834228515623
13.532513618469238,-16.81317138671875
13.602811813354492,-14.436279296875
13.251317977905272,-15.6021728515625
13.391915321350098,-14.89031982421875
13.462214469909668,-16.46844482421875
13.602811813354492,-13.94134521484375
13.391915321350098,-13.820831298828123
13.251317977905272,-13.7135009765625
13.602811813354492,-15.83868408203125
13.602811813354492,-14.1063232421875
13.462214469909668,-16.139068603515625
13.321617126464844,-13.890411376953123
13.251317977905272,-16.34124755859375
13.321617126464844,-14.383575439453123
13.321617126464844,-14.71234130859375
13.321617126464844,-14.301361083984377
13.321617126464844,-14.630126953125
13.462214469909668,-13.668792724609377
13.04042148590088,-16.706085205078125
13.602811813354492,-15.921173095703123
13.321617126464844,-13.97259521484375
13.321617126464844,-14.46575927734375
13.602811813354492,-16.16864013671875
13.04042148590088,-16.460418701171875
13.602811813354492,-16.333648681640625
13.321617126464844,-15.78082275390625
13.321617126464844,-14.0548095703125
13.884007453918455,-15.40020751953125
13.04042148590088,-16.869873046875
